490, 283
1138, 315
1265, 315
1400, 315
420, 316
553, 316
685, 316
1070, 316
1200, 316
1330, 316
1460, 316
370, 349
490, 349
610, 349
750, 349
880, 349
1000, 349
1130, 349
1265, 349
1390, 349
1520, 349
430, 380
555, 380
685, 380
810, 380
940, 380
1070, 380
1200, 380
1330, 380
1460, 380
1590, 380
370, 415
490, 415
610, 415
750, 415
880, 415
1000, 415
1130, 415
1265, 415
1390, 415
1520, 415
430, 445
555, 445
685, 445
810, 445
940, 445
1070, 445
1200, 445
1330, 445
1460, 445
1590, 445
370, 475
490, 475
610, 475
750, 475
880, 475
1000, 475
1130, 475
1265, 475
1390, 475
1520, 475
430, 510
555, 510
685, 510
810, 510
940, 510
1070, 510
1200, 510
1330, 510
1460, 510
1590, 510
370, 540
490, 540
610, 540
750, 540
880, 540
1000, 540
1130, 540
1265, 540
1390, 540
1520, 540
430, 570
555, 570
685, 570
810, 570
940, 570
1070, 570
1200, 570
1330, 570
1460, 570
1590, 570
370, 600
490, 600
610, 600
750, 600
880, 600
1000, 600
1130, 600
1265, 600
1390, 600
1520, 600
430, 635
555, 635
685, 635
810, 635
940, 635
1070, 635
1200, 635
1330, 635
1460, 635
1590, 635
370, 665
490, 665
610, 665
750, 665
880, 665
1000, 665
1130, 665
1265, 665
1390, 665
1520, 665
430, 700
555, 700
685, 700
810, 700
940, 700
1070, 700
1200, 700
1330, 700
1460, 700
1590, 700
370, 730
490, 730
610, 730
750, 730
880, 730
1000, 730
1130, 730
1265, 730
1390, 730
1520, 730
430, 760
555, 760
685, 760
810, 760
940, 760
1070, 760
1200, 760
1330, 760
1460, 760
1590, 760
370, 795
490, 795
610, 795
750, 795
880, 795
1000, 795
1130, 795
1265, 795
1390, 795
1520, 795
430, 830
555, 830
685, 830
810, 830
940, 830
1070, 830
1200, 830
1330, 830
1460, 830
1590, 830
370, 860
490, 860
610, 860
750, 860
880, 860
1000, 860
1130, 860
1265, 860
1390, 860
1520, 860
430, 900
555, 900
685, 900
810, 900
940, 900
1070, 900
1200, 900
1330, 900
1460, 900
1590, 900
370, 930
490, 930
610, 930
750, 930
880, 930
1000, 930
1130, 930
1265, 930
1390, 930
1520, 930
